ts	contract	seed	result	actualRounds	totalTx	deposits	syncRedeems	asyncRedeems	processBatch	finalizeBatch	rebalances	settlements	rateUpdates	priceUpdates	invariantChecks	invariantFails	totalGasUsed	wallMs
1776381573234	S2_AsyncRedeemFullCycle	5912345	PASSED	50	501	56	0	334	48	48	0	0	9	6	151	0	289687107	961
1776381579101	S3_RebalanceSettlement	5912345	PASSED	50	1665	808	0	639	50	50	50	50	9	9	201	0	676101772	1932
1776381583315	S4_ExchangeRateFeeAccrual	5912345	PASSED	50	193	113	21	0	0	0	0	0	50	9	50	0	61425566	295
1776381588773	S5_SanctionedUserInterlace	5912345	PASSED	50	1926	1541	324	17	17	17	0	0	6	4	51	0	473550790	1566
1776381593194	S6_InFlightEdgeCases	5912345	PASSED	50	361	121	8	69	26	26	58	25	16	12	51	0	131601817	509
1776381597893	S7_FullProtocolEndurance	5912345	PASSED	15	929	485	136	232	15	15	15	12	15	4	17	0	245395245	791
1776381602223	S8_InvestSettlementEdge	5912345	PASSED	50	245	100	0	0	0	0	50	67	16	12	51	0	101588877	403
1776381607550	S9_MultiAdapterMix	5912345	PASSED	50	1314	691	0	413	49	49	50	40	9	13	102	0	454932126	1365
1776381612492	S10_InterleavedOperations	5912345	PASSED	50	670	209	28	198	59	59	50	23	21	23	147	0	280576497	1064
1776381617451	S1_DepositRedeemMix	5922345	PASSED	50	1102	725	371	0	0	0	0	0	4	2	51	0	258801901	1060
1776381622292	S2_AsyncRedeemFullCycle	5922345	PASSED	50	489	57	0	317	50	50	0	0	9	6	151	0	282249418	957
1776381628102	S3_RebalanceSettlement	5922345	PASSED	50	1637	840	0	573	49	49	50	58	9	9	201	0	649944911	1893
1776381632344	S4_ExchangeRateFeeAccrual	5922345	PASSED	50	227	134	34	0	0	0	0	0	50	9	50	0	66396825	311
1776381637981	S5_SanctionedUserInterlace	5922345	PASSED	50	2194	1719	414	17	17	17	0	0	6	4	51	0	544249873	1746
1776381642423	S6_InFlightEdgeCases	5922345	PASSED	50	386	127	13	76	26	26	58	32	16	12	51	0	142048672	529
1776381647115	S7_FullProtocolEndurance	5922345	PASSED	15	956	540	138	201	15	15	15	13	15	4	17	0	241593744	799
1776381651475	S8_InvestSettlementEdge	5922345	PASSED	50	246	100	0	0	0	0	50	68	16	12	51	0	101983740	412
1776381656858	S9_MultiAdapterMix	5922345	PASSED	50	1569	920	0	425	49	49	50	54	9	13	102	0	523153228	1503
1776381661875	S10_InterleavedOperations	5922345	PASSED	50	725	220	50	208	59	59	50	35	21	23	147	0	300647083	1073
1776381666987	S1_DepositRedeemMix	5932345	PASSED	50	1368	873	489	0	0	0	0	0	4	2	51	0	324247903	1219
1776381671859	S2_AsyncRedeemFullCycle	5932345	PASSED	50	503	53	0	335	50	50	0	0	9	6	151	0	289814781	981
1776381677756	S3_RebalanceSettlement	5932345	PASSED	50	1778	922	0	623	50	50	50	65	9	9	201	0	705334982	2021
1776381681947	S4_ExchangeRateFeeAccrual	5932345	PASSED	50	192	115	18	0	0	0	0	0	50	9	50	0	61098650	286
1776381687503	S5_SanctionedUserInterlace	5932345	PASSED	50	2028	1561	406	17	17	17	0	0	6	4	51	0	499768053	1639
1776381691940	S6_InFlightEdgeCases	5932345	PASSED	50	377	132	13	65	25	25	58	31	16	12	51	0	135858254	511
1776381696581	S7_FullProtocolEndurance	5932345	PASSED	15	897	544	117	158	15	15	15	14	15	4	17	0	216300617	751
1776381700870	S8_InvestSettlementEdge	5932345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	100214620	396
1776381706260	S9_MultiAdapterMix	5932345	PASSED	50	1450	769	0	460	50	50	50	49	9	13	102	0	502631317	1487
1776381711204	S10_InterleavedOperations	5932345	PASSED	50	675	195	43	195	60	60	50	28	21	23	148	0	283581556	1032
1776381716306	S1_DepositRedeemMix	5942345	PASSED	50	1335	906	423	0	0	0	0	0	4	2	51	0	312133614	1189
1776381721208	S2_AsyncRedeemFullCycle	5942345	PASSED	50	465	54	0	298	49	49	0	0	9	6	151	0	269915758	926
1776381727097	S3_RebalanceSettlement	5942345	PASSED	50	1786	949	0	603	49	49	50	68	9	9	201	0	706198479	2003
1776381731317	S4_ExchangeRateFeeAccrual	5942345	PASSED	50	197	117	21	0	0	0	0	0	50	9	50	0	61736264	294
1776381736862	S5_SanctionedUserInterlace	5942345	PASSED	50	2120	1658	401	17	17	17	0	0	6	4	51	0	522316499	1679
1776381741383	S6_InFlightEdgeCases	5942345	PASSED	50	378	125	17	72	24	24	58	30	16	12	51	0	136064370	546
1776381746145	S7_FullProtocolEndurance	5942345	PASSED	15	989	558	146	202	15	15	15	19	15	4	17	0	250559311	835
1776381750444	S8_InvestSettlementEdge	5942345	PASSED	50	246	100	0	0	0	0	50	68	16	12	51	0	101935178	404
1776381755884	S9_MultiAdapterMix	5942345	PASSED	50	1567	906	0	434	50	50	50	55	9	13	102	0	525026593	1539
1776381760888	S10_InterleavedOperations	5942345	PASSED	50	749	243	47	217	58	58	50	32	21	23	146	0	306570696	1090
1776381765795	S1_DepositRedeemMix	5952345	PASSED	50	1057	690	361	0	0	0	0	0	4	2	51	0	248650160	999
1776381770609	S2_AsyncRedeemFullCycle	5952345	PASSED	50	464	54	0	295	50	50	0	0	9	6	151	0	268731165	920
1776381776489	S3_RebalanceSettlement	5952345	PASSED	50	1680	809	0	647	49	49	50	58	9	9	201	0	685595120	1954
1776381780721	S4_ExchangeRateFeeAccrual	5952345	PASSED	50	223	138	26	0	0	0	0	0	50	9	50	0	65761183	307
1776381786289	S5_SanctionedUserInterlace	5952345	PASSED	50	2057	1638	361	16	16	16	0	0	6	4	51	0	521333855	1676
1776381790753	S6_InFlightEdgeCases	5952345	PASSED	50	423	146	19	84	26	26	58	36	16	12	51	0	151259965	550
1776381795413	S7_FullProtocolEndurance	5952345	PASSED	15	908	533	103	198	15	15	15	10	15	4	17	0	229048089	776
1776381799718	S8_InvestSettlementEdge	5952345	PASSED	50	243	100	0	0	0	0	50	65	16	12	51	0	100813126	399
1776381805085	S9_MultiAdapterMix	5952345	PASSED	50	1497	840	0	444	49	49	50	43	9	13	102	0	507833548	1466
1776381810064	S10_InterleavedOperations	5952345	PASSED	50	654	187	39	188	57	57	50	34	20	22	147	0	280343725	1048
1776381815127	S1_DepositRedeemMix	5962345	PASSED	50	1262	814	442	0	0	0	0	0	4	2	51	0	296517015	1142
1776381820022	S2_AsyncRedeemFullCycle	5962345	PASSED	50	503	52	0	340	48	48	0	0	9	6	151	0	292853095	978
1776381825952	S3_RebalanceSettlement	5962345	PASSED	50	1685	837	0	615	49	49	50	67	9	9	201	0	679164417	2031
1776381830194	S4_ExchangeRateFeeAccrual	5962345	PASSED	50	218	129	30	0	0	0	0	0	50	9	50	0	65025011	306
1776381835904	S5_SanctionedUserInterlace	5962345	PASSED	50	2122	1719	342	17	17	17	0	0	6	4	51	0	524834238	1764
1776381840428	S6_InFlightEdgeCases	5962345	PASSED	50	446	163	22	83	28	28	58	36	16	12	51	0	152421558	556
1776381845095	S7_FullProtocolEndurance	5962345	PASSED	15	888	526	103	182	14	14	15	15	15	4	17	0	222785656	747
1776381849415	S8_InvestSettlementEdge	5962345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	101339519	414
1776381854726	S9_MultiAdapterMix	5962345	PASSED	50	1461	865	0	382	49	49	50	44	9	13	102	0	478241599	1438
1776381859709	S10_InterleavedOperations	5962345	PASSED	50	734	208	46	225	61	61	50	39	21	23	149	0	309941295	1089
1776381864773	S1_DepositRedeemMix	5972345	PASSED	50	1307	885	416	0	0	0	0	0	4	2	51	0	305663751	1170
1776381869740	S2_AsyncRedeemFullCycle	5972345	PASSED	50	520	54	0	353	49	49	0	0	9	6	151	0	300670439	1013
1776381875608	S3_RebalanceSettlement	5972345	PASSED	50	1740	866	0	651	49	49	50	57	9	9	201	0	703039408	1976
1776381879811	S4_ExchangeRateFeeAccrual	5972345	PASSED	50	212	131	22	0	0	0	0	0	50	9	50	0	64103718	300
1776381885600	S5_SanctionedUserInterlace	5972345	PASSED	50	2326	1864	401	17	17	17	0	0	6	4	51	0	579692934	1872
1776381890042	S6_InFlightEdgeCases	5972345	PASSED	50	397	138	14	77	26	26	58	30	16	12	51	0	141161789	524
1776381894555	S7_FullProtocolEndurance	5972345	PASSED	15	774	405	126	169	15	15	15	10	15	4	17	0	195581441	642
1776381898866	S8_InvestSettlementEdge	5972345	PASSED	50	239	100	0	0	0	0	50	61	16	12	51	0	99018313	396
1776381904276	S9_MultiAdapterMix	5972345	PASSED	50	1535	867	0	454	49	49	50	44	9	13	102	0	523825117	1506
1776381909284	S10_InterleavedOperations	5972345	PASSED	50	698	192	44	217	59	59	50	33	21	23	148	0	299174436	1077
1776381914243	S1_DepositRedeemMix	5982345	PASSED	50	1138	752	380	0	0	0	0	0	4	2	51	0	266466051	1072
1776381919172	S2_AsyncRedeemFullCycle	5982345	PASSED	50	567	59	0	393	50	50	0	0	9	6	151	0	325792668	1048
1776381925060	S3_RebalanceSettlement	5982345	PASSED	50	1716	836	0	649	49	49	50	65	9	9	201	0	697952204	1998
1776381929273	S4_ExchangeRateFeeAccrual	5982345	PASSED	50	214	131	24	0	0	0	0	0	50	9	50	0	64616446	316
1776381934981	S5_SanctionedUserInterlace	5982345	PASSED	50	2337	1901	375	17	17	17	0	0	6	4	51	0	583847188	1816
1776381939435	S6_InFlightEdgeCases	5982345	PASSED	50	397	142	13	79	25	25	58	27	16	12	51	0	142169524	534
1776381943997	S7_FullProtocolEndurance	5982345	PASSED	15	830	434	123	197	15	15	15	12	15	4	17	0	215513752	693
1776381948299	S8_InvestSettlementEdge	5982345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	99568998	399
1776381953660	S9_MultiAdapterMix	5982345	PASSED	50	1437	822	0	405	49	49	50	40	9	13	102	0	479180113	1454
1776381958612	S10_InterleavedOperations	5982345	PASSED	50	690	216	49	182	57	57	50	37	20	22	146	0	285467808	1025
1776381963596	S1_DepositRedeemMix	5992345	PASSED	50	1139	751	382	0	0	0	0	0	4	2	51	0	268759489	1101
1776381968512	S2_AsyncRedeemFullCycle	5992345	PASSED	50	528	57	0	356	50	50	0	0	9	6	151	0	305686206	1005
1776381974436	S3_RebalanceSettlement	5992345	PASSED	50	1760	802	0	724	50	50	50	66	9	9	201	0	737109564	2015
1776381978647	S4_ExchangeRateFeeAccrual	5992345	PASSED	50	210	126	25	0	0	0	0	0	50	9	50	0	63832710	301
1776381984311	S5_SanctionedUserInterlace	5992345	PASSED	50	2183	1743	379	17	17	17	0	0	6	4	51	0	541245348	1738
1776381988769	S6_InFlightEdgeCases	5992345	PASSED	50	398	134	11	85	26	26	58	30	16	12	51	0	144917732	553
1776381993505	S7_FullProtocolEndurance	5992345	PASSED	15	994	602	151	161	15	15	15	16	15	4	17	0	237177091	826
1776381997848	S8_InvestSettlementEdge	5992345	PASSED	50	237	100	0	0	0	0	50	59	16	12	51	0	98263143	395
1776382003220	S9_MultiAdapterMix	5992345	PASSED	50	1500	864	0	414	49	49	50	52	9	13	102	0	501524367	1470
1776382008209	S10_InterleavedOperations	5992345	PASSED	50	669	198	35	210	55	55	50	26	19	21	144	0	286009991	1041
1776382013206	S1_DepositRedeemMix	6002345	PASSED	50	1150	779	365	0	0	0	0	0	4	2	51	0	268802183	1078
1776382018229	S2_AsyncRedeemFullCycle	6002345	PASSED	50	544	63	0	366	50	50	0	0	9	6	151	0	310701387	1078
1776382024138	S3_RebalanceSettlement	6002345	PASSED	50	1721	865	0	618	50	50	50	70	9	9	201	0	694299510	2000
1776382028371	S4_ExchangeRateFeeAccrual	6002345	PASSED	50	219	134	26	0	0	0	0	0	50	9	50	0	65580167	307
1776382033846	S5_SanctionedUserInterlace	6002345	PASSED	50	2032	1608	363	17	17	17	0	0	6	4	51	0	494524290	1613
1776382038297	S6_InFlightEdgeCases	6002345	PASSED	50	390	138	13	70	26	26	58	31	16	12	51	0	137895835	538
1776382042847	S7_FullProtocolEndurance	6002345	PASSED	15	782	427	118	158	15	15	15	15	15	4	17	0	195759026	648
1776382047167	S8_InvestSettlementEdge	6002345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	99424517	398
1776382052576	S9_MultiAdapterMix	6002345	PASSED	50	1540	933	0	383	48	48	50	56	9	13	102	0	502956129	1488
1776382057603	S10_InterleavedOperations	6002345	PASSED	50	764	231	54	232	60	60	50	33	21	23	148	0	313749212	1114
1776382062699	S1_DepositRedeemMix	6012345	PASSED	50	1284	837	441	0	0	0	0	0	4	2	51	0	301213956	1157
1776382067503	S2_AsyncRedeemFullCycle	6012345	PASSED	50	432	53	0	268	48	48	0	0	9	6	151	0	253447714	900
1776382073505	S3_RebalanceSettlement	6012345	PASSED	50	1814	885	0	700	50	50	50	61	9	9	201	0	741156111	2076
1776382077717	S4_ExchangeRateFeeAccrual	6012345	PASSED	50	171	99	13	0	0	0	0	0	50	9	50	0	57822670	281
1776382083610	S5_SanctionedUserInterlace	6012345	PASSED	50	2469	1944	464	17	17	17	0	0	6	4	51	0	627588131	1979
1776382088067	S6_InFlightEdgeCases	6012345	PASSED	50	404	136	11	83	29	29	58	30	16	12	51	0	144536867	526
1776382092806	S7_FullProtocolEndurance	6012345	PASSED	15	1001	549	149	227	15	15	15	12	15	4	17	0	258880401	817
1776382097124	S8_InvestSettlementEdge	6012345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	101181828	403
1776382102534	S9_MultiAdapterMix	6012345	PASSED	50	1487	791	0	481	49	49	50	45	9	13	102	0	518175614	1481
1776382107446	S10_InterleavedOperations	6012345	PASSED	50	638	186	50	176	53	53	50	28	20	22	145	0	270271475	1009
1776382112501	S1_DepositRedeemMix	6022345	PASSED	50	1257	837	414	0	0	0	0	0	4	2	51	0	294046415	1131
1776382117431	S2_AsyncRedeemFullCycle	6022345	PASSED	50	530	59	0	358	49	49	0	0	9	6	151	0	303500070	1016
1776382123201	S3_RebalanceSettlement	6022345	PASSED	50	1573	753	0	595	50	50	50	57	9	9	201	0	639408808	1870
1776382127402	S4_ExchangeRateFeeAccrual	6022345	PASSED	50	193	117	17	0	0	0	0	0	50	9	50	0	61051877	303
1776382133024	S5_SanctionedUserInterlace	6022345	PASSED	50	2198	1703	434	17	17	17	0	0	6	4	51	0	544570195	1731
1776382137469	S6_InFlightEdgeCases	6022345	PASSED	50	379	121	8	73	28	28	58	35	16	12	51	0	140236482	520
1776382142231	S7_FullProtocolEndurance	6022345	PASSED	15	1064	641	132	209	15	15	15	18	15	4	17	0	268154899	846
1776382146574	S8_InvestSettlementEdge	6022345	PASSED	50	248	100	0	0	0	0	50	70	16	12	51	0	102949125	420
1776382151860	S9_MultiAdapterMix	6022345	PASSED	50	1396	811	0	369	49	49	50	46	9	13	102	0	458756733	1383
1776382156825	S10_InterleavedOperations	6022345	PASSED	50	691	184	43	229	56	56	50	31	20	22	146	0	299631452	1051
1776382161805	S1_DepositRedeemMix	6032345	PASSED	50	1149	754	389	0	0	0	0	0	4	2	51	0	269323130	1081
1776382166620	S2_AsyncRedeemFullCycle	6032345	PASSED	50	433	53	0	267	49	49	0	0	9	6	151	0	254468522	888
1776382172376	S3_RebalanceSettlement	6032345	PASSED	50	1577	730	0	621	49	49	50	60	9	9	201	0	652121240	1860
1776382176608	S4_ExchangeRateFeeAccrual	6032345	PASSED	50	206	121	26	0	0	0	0	0	50	9	50	0	63234980	299
1776382182230	S5_SanctionedUserInterlace	6032345	PASSED	50	2163	1797	308	16	16	16	0	0	6	4	51	0	536375877	1718
1776382186710	S6_InFlightEdgeCases	6032345	PASSED	50	398	144	13	73	24	24	58	34	16	12	51	0	141923748	522
1776382191444	S7_FullProtocolEndurance	6032345	PASSED	15	968	513	145	229	15	15	15	17	15	4	17	0	254633963	812
1776382195759	S8_InvestSettlementEdge	6032345	PASSED	50	238	100	0	0	0	0	50	60	16	12	51	0	98534270	402
1776382201104	S9_MultiAdapterMix	6032345	PASSED	50	1408	766	0	426	49	49	50	46	9	13	102	0	483005285	1407
1776382206077	S10_InterleavedOperations	6032345	PASSED	50	701	216	41	197	59	59	50	35	21	23	150	0	293751008	1063
1776382211048	S1_DepositRedeemMix	6042345	PASSED	50	1163	778	379	0	0	0	0	0	4	2	51	0	272323457	1069
1776382215963	S2_AsyncRedeemFullCycle	6042345	PASSED	50	517	56	0	346	50	50	0	0	9	6	151	0	297224364	1013
1776382221839	S3_RebalanceSettlement	6042345	PASSED	50	1746	874	0	650	50	50	50	54	9	9	201	0	703395204	2004
1776382226064	S4_ExchangeRateFeeAccrual	6042345	PASSED	50	216	137	20	0	0	0	0	0	50	9	50	0	64808563	303
1776382231673	S5_SanctionedUserInterlace	6042345	PASSED	50	2150	1704	385	17	17	17	0	0	6	4	51	0	523506550	1691
1776382236099	S6_InFlightEdgeCases	6042345	PASSED	50	385	131	12	69	26	26	58	35	16	12	51	0	140077691	519
1776382240751	S7_FullProtocolEndurance	6042345	PASSED	15	838	438	94	231	15	15	15	11	15	4	17	0	226129267	704
1776382245055	S8_InvestSettlementEdge	6042345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	101103932	398
1776382250446	S9_MultiAdapterMix	6042345	PASSED	50	1515	886	0	410	50	50	50	47	9	13	102	0	501735754	1500
1776382255406	S10_InterleavedOperations	6042345	PASSED	50	689	216	47	189	57	57	50	29	21	23	146	0	284232963	1038
1776382260371	S1_DepositRedeemMix	6052345	PASSED	50	1057	717	334	0	0	0	0	0	4	2	51	0	248210294	1026
1776382265323	S2_AsyncRedeemFullCycle	6052345	PASSED	50	557	60	0	382	50	50	0	0	9	6	151	0	318432782	1042
1776382271124	S3_RebalanceSettlement	6052345	PASSED	50	1653	817	0	607	50	50	50	61	9	9	201	0	667165000	1912
1776382275339	S4_ExchangeRateFeeAccrual	6052345	PASSED	50	206	119	28	0	0	0	0	0	50	9	50	0	63391739	304
1776382280866	S5_SanctionedUserInterlace	6052345	PASSED	50	2050	1656	333	17	17	17	0	0	6	4	51	0	504115540	1636
1776382285365	S6_InFlightEdgeCases	6052345	PASSED	50	418	152	10	79	28	28	58	35	16	12	51	0	146090614	561
1776382290004	S7_FullProtocolEndurance	6052345	PASSED	15	833	465	114	175	15	15	15	15	15	4	17	0	209860498	712
1776382294326	S8_InvestSettlementEdge	6052345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	99481098	400
1776382299692	S9_MultiAdapterMix	6052345	PASSED	50	1436	801	0	427	49	49	50	38	9	13	102	0	485208321	1435
1776382304774	S10_InterleavedOperations	6052345	PASSED	50	765	259	40	227	57	57	50	31	21	23	148	0	312036862	1146
1776382309867	S1_DepositRedeemMix	6062345	PASSED	50	1291	850	435	0	0	0	0	0	4	2	51	0	302718304	1164
1776382314743	S2_AsyncRedeemFullCycle	6062345	PASSED	50	500	56	0	329	50	50	0	0	9	6	151	0	288666003	971
1776382320549	S3_RebalanceSettlement	6062345	PASSED	50	1625	855	0	549	49	49	50	55	9	9	201	0	636807382	1877
1776382324796	S4_ExchangeRateFeeAccrual	6062345	PASSED	50	249	158	32	0	0	0	0	0	50	9	50	0	70226118	330
1776382330492	S5_SanctionedUserInterlace	6062345	PASSED	50	2275	1862	352	17	17	17	0	0	6	4	51	0	573548206	1795
1776382334920	S6_InFlightEdgeCases	6062345	PASSED	50	361	118	12	63	25	25	58	32	16	12	51	0	133019580	495
1776382339534	S7_FullProtocolEndurance	6062345	PASSED	15	876	533	140	128	15	15	15	11	15	4	17	0	202170654	715
1776382343825	S8_InvestSettlementEdge	6062345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	100284250	405
1776382349170	S9_MultiAdapterMix	6062345	PASSED	50	1475	852	0	411	50	50	50	40	9	13	102	0	490346876	1436
1776382354273	S10_InterleavedOperations	6062345	PASSED	50	749	237	64	200	60	60	50	34	21	23	149	0	302976185	1194
1776382359371	S1_DepositRedeemMix	6072345	PASSED	50	1266	844	416	0	0	0	0	0	4	2	51	0	296202380	1165
1776382364337	S2_AsyncRedeemFullCycle	6072345	PASSED	50	498	53	0	332	49	49	0	0	9	6	151	0	289723826	1052
1776382370255	S3_RebalanceSettlement	6072345	PASSED	50	1731	899	0	604	48	48	50	64	9	9	201	0	685622455	1984
1776382374497	S4_ExchangeRateFeeAccrual	6072345	PASSED	50	224	136	29	0	0	0	0	0	50	9	50	0	65599231	313
1776382380132	S5_SanctionedUserInterlace	6072345	PASSED	50	2107	1710	336	17	17	17	0	0	6	4	51	0	520204663	1733
1776382384595	S6_InFlightEdgeCases	6072345	PASSED	50	446	164	17	92	28	28	58	31	16	12	51	0	153155889	562
1776382389386	S7_FullProtocolEndurance	6072345	PASSED	15	1008	547	127	257	15	15	15	13	15	4	17	0	270637999	870
1776382393690	S8_InvestSettlementEdge	6072345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	99536735	406
1776382399097	S9_MultiAdapterMix	6072345	PASSED	50	1591	911	0	454	50	50	50	54	9	13	102	0	537633248	1523
1776382404120	S10_InterleavedOperations	6072345	PASSED	50	720	216	42	214	60	60	50	36	20	22	148	0	301139319	1084
1776382409200	S1_DepositRedeemMix	6082345	PASSED	50	1262	824	432	0	0	0	0	0	4	2	51	0	295988415	1177
1776382414060	S2_AsyncRedeemFullCycle	6082345	PASSED	50	470	59	0	302	47	47	0	0	9	6	151	0	271399171	968
1776382419856	S3_RebalanceSettlement	6082345	PASSED	50	1592	751	0	624	50	50	50	49	9	9	201	0	651977220	1886
1776382424052	S4_ExchangeRateFeeAccrual	6082345	PASSED	50	167	92	16	0	0	0	0	0	50	9	50	0	57573286	272
1776382429599	S5_SanctionedUserInterlace	6082345	PASSED	50	2023	1662	300	17	17	17	0	0	6	4	51	0	499205254	1627
1776382434042	S6_InFlightEdgeCases	6082345	PASSED	50	393	132	14	74	27	27	58	33	16	12	51	0	141113535	519
1776382438758	S7_FullProtocolEndurance	6082345	PASSED	15	967	550	157	182	15	15	15	14	15	4	17	0	238304015	781
1776382443096	S8_InvestSettlementEdge	6082345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	100318653	404
1776382448490	S9_MultiAdapterMix	6082345	PASSED	50	1515	907	0	384	50	50	50	52	9	13	102	0	497759744	1464
1776382453404	S10_InterleavedOperations	6082345	PASSED	50	676	193	39	208	57	57	50	28	21	23	146	0	287568496	1032
1776382458366	S1_DepositRedeemMix	6092345	PASSED	50	1094	738	350	0	0	0	0	0	4	2	51	0	256384800	1045
1776382463296	S2_AsyncRedeemFullCycle	6092345	PASSED	50	525	60	0	352	49	49	0	0	9	6	151	0	301682438	1043
1776382469227	S3_RebalanceSettlement	6092345	PASSED	50	1764	855	0	673	50	50	50	68	9	9	201	0	720489207	2006
1776382473496	S4_ExchangeRateFeeAccrual	6092345	PASSED	50	191	116	16	0	0	0	0	0	50	9	50	0	60807586	291
1776382479129	S5_SanctionedUserInterlace	6092345	PASSED	50	2187	1780	346	17	17	17	0	0	6	4	51	0	538614858	1724
1776382483604	S6_InFlightEdgeCases	6092345	PASSED	50	416	145	18	74	27	27	58	39	16	12	51	0	147302860	548
1776382488292	S7_FullProtocolEndurance	6092345	PASSED	15	965	574	146	165	15	15	15	16	15	4	17	0	232768267	793
1776382492611	S8_InvestSettlementEdge	6092345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	100335055	406
1776382498063	S9_MultiAdapterMix	6092345	PASSED	50	1565	923	0	422	50	50	50	48	9	13	102	0	518438419	1548
1776382503055	S10_InterleavedOperations	6092345	PASSED	50	725	216	68	201	57	57	50	32	21	23	148	0	298683334	1076
1776382508167	S1_DepositRedeemMix	6102345	PASSED	50	1296	873	417	0	0	0	0	0	4	2	51	0	305423157	1207
1776382513051	S2_AsyncRedeemFullCycle	6102345	PASSED	50	504	56	0	335	49	49	0	0	9	6	151	0	292402584	971
1776382519002	S3_RebalanceSettlement	6102345	PASSED	50	1821	902	0	697	49	49	50	56	9	9	201	0	741420335	2040
1776382523222	S4_ExchangeRateFeeAccrual	6102345	PASSED	50	222	133	30	0	0	0	0	0	50	9	50	0	65437346	315
1776382528863	S5_SanctionedUserInterlace	6102345	PASSED	50	2183	1740	382	17	17	17	0	0	6	4	51	0	542421409	1720
1776382533351	S6_InFlightEdgeCases	6102345	PASSED	50	379	126	13	66	27	27	58	34	16	12	51	0	139359750	534
1776382537905	S7_FullProtocolEndurance	6102345	PASSED	15	727	381	84	189	15	15	15	9	15	4	17	0	192557817	624
1776382542219	S8_InvestSettlementEdge	6102345	PASSED	50	243	100	0	0	0	0	50	65	16	12	51	0	100734741	398
1776382547590	S9_MultiAdapterMix	6102345	PASSED	50	1442	848	0	369	49	49	50	55	9	13	102	0	473438790	1426
1776382552527	S10_InterleavedOperations	6102345	PASSED	50	681	199	43	199	58	58	50	30	21	23	147	0	287620827	1032
1776382557585	S1_DepositRedeemMix	6112345	PASSED	50	1193	802	385	0	0	0	0	0	4	2	51	0	278848500	1108
1776382562408	S2_AsyncRedeemFullCycle	6112345	PASSED	50	426	52	0	259	50	50	0	0	9	6	151	0	249601636	922
1776382568270	S3_RebalanceSettlement	6112345	PASSED	50	1673	822	0	616	50	50	50	67	9	9	201	0	679484593	1952
1776382572513	S4_ExchangeRateFeeAccrual	6112345	PASSED	50	223	130	34	0	0	0	0	0	50	9	50	0	66113244	322
1776382578169	S5_SanctionedUserInterlace	6112345	PASSED	50	2094	1643	390	17	17	17	0	0	6	4	51	0	520511014	1742
1776382582585	S6_InFlightEdgeCases	6112345	PASSED	50	351	115	15	58	24	24	58	29	16	12	51	0	126824667	501
1776382587263	S7_FullProtocolEndurance	6112345	PASSED	15	923	492	110	246	15	15	15	11	15	4	17	0	248135631	775
1776382591583	S8_InvestSettlementEdge	6112345	PASSED	50	241	100	0	0	0	0	50	63	16	12	51	0	99938890	400
1776382597032	S9_MultiAdapterMix	6112345	PASSED	50	1553	861	0	464	49	49	50	58	9	13	102	0	533262995	1518
1776382601915	S10_InterleavedOperations	6112345	PASSED	50	577	163	27	161	54	54	50	24	21	23	142	0	250493797	989
1776382606830	S1_DepositRedeemMix	6122345	PASSED	50	1030	690	334	0	0	0	0	0	4	2	51	0	242205422	1018
1776382611678	S2_AsyncRedeemFullCycle	6122345	PASSED	50	470	57	0	300	49	49	0	0	9	6	151	0	270378843	933
1776382617571	S3_RebalanceSettlement	6122345	PASSED	50	1738	864	0	632	50	50	50	74	9	9	201	0	700868333	1996
1776382621773	S4_ExchangeRateFeeAccrual	6122345	PASSED	50	221	140	22	0	0	0	0	0	50	9	50	0	65583035	307
1776382627472	S5_SanctionedUserInterlace	6122345	PASSED	50	2299	1835	403	17	17	17	0	0	6	4	51	0	576312715	1807
1776382631939	S6_InFlightEdgeCases	6122345	PASSED	50	424	161	13	76	26	26	58	36	16	12	51	0	147838010	543
1776382636540	S7_FullProtocolEndurance	6122345	PASSED	15	848	433	132	207	15	15	15	12	15	4	17	0	222094239	710
1776382640826	S8_InvestSettlementEdge	6122345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	100255682	400
1776382646135	S9_MultiAdapterMix	6122345	PASSED	50	1390	737	0	445	49	49	50	38	9	13	102	0	480214983	1408
1776382651086	S10_InterleavedOperations	6122345	PASSED	50	680	192	37	207	59	59	50	32	21	23	148	0	290661212	1034
1776382656143	S1_DepositRedeemMix	6132345	PASSED	50	1160	753	401	0	0	0	0	0	4	2	51	0	272411353	1122
1776382661047	S2_AsyncRedeemFullCycle	6132345	PASSED	50	492	57	0	322	49	49	0	0	9	6	151	0	285065507	963
1776382666970	S3_RebalanceSettlement	6132345	PASSED	50	1709	820	0	662	50	50	50	59	9	9	201	0	700232082	1982
